HouseID,Round,City,CAS,Compound,Date_collect,Adj_ppbV,Lon,Lat,CensusTract
H36,4,Beaumont,110-54-3,n-Hexane,2025-03-19,0.115,-94.106827,30.103498,48245000700
H36,4,Beaumont,67-66-3,Chloroform,2025-03-19,0.085,-94.106827,30.103498,48245000700
H36,4,Beaumont,109-99-9,Tetrahydrofuran (THF),2025-03-19,0.25,-94.106827,30.103498,48245000700
H36,4,Beaumont,107-06-2,"1,2-Dichloroethane",2025-03-19,0.095,-94.106827,30.103498,48245000700
H36,4,Beaumont,71-55-6,"1,1,1-Trichloroethane",2025-03-19,0.075,-94.106827,30.103498,48245000700
H36,4,Beaumont,71-43-2,Benzene,2025-03-19,0.125,-94.106827,30.103498,48245000700
H36,4,Beaumont,56-23-5,Carbon Tetrachloride,2025-03-19,0.065,-94.106827,30.103498,48245000700
H36,4,Beaumont,110-82-7,Cyclohexane,2025-03-19,0.235,-94.106827,30.103498,48245000700
H36,4,Beaumont,78-87-5,"1,2-Dichloropropane",2025-03-19,0.09,-94.106827,30.103498,48245000700
H36,4,Beaumont,75-27-4,Bromodichloromethane,2025-03-19,0.06,-94.106827,30.103498,48245000700
H36,4,Beaumont,79-01-6,Trichloroethene,2025-03-19,0.075,-94.106827,30.103498,48245000700
H36,4,Beaumont,123-91-1,"1,4-Dioxane",2025-03-19,0.115,-94.106827,30.103498,48245000700
H36,4,Beaumont,142-82-5,n-Heptane,2025-03-19,0.1,-94.106827,30.103498,48245000700
H36,4,Beaumont,10061-01-5,"cis-1,3-Dichloropropene",2025-03-19,0.09,-94.106827,30.103498,48245000700
H36,4,Beaumont,108-10-1,4-Methyl-2-pentanone,2025-03-19,0.2,-94.106827,30.103498,48245000700
H36,4,Beaumont,10061-02-6,"trans-1,3-Dichloropropene",2025-03-19,0.085,-94.106827,30.103498,48245000700
H36,4,Beaumont,79-00-5,"1,1,2-Trichloroethane",2025-03-19,0.08,-94.106827,30.103498,48245000700
H36,4,Beaumont,108-88-3,Toluene,2025-03-19,0.11,-94.106827,30.103498,48245000700
H36,4,Beaumont,591-78-6,2-Hexanone,2025-03-19,0.195,-94.106827,30.103498,48245000700
H36,4,Beaumont,124-48-1,Dibromochloromethane,2025-03-19,0.046,-94.106827,30.103498,48245000700
H36,4,Beaumont,106-93-4,"1,2-Dibromoethane",2025-03-19,0.055,-94.106827,30.103498,48245000700
H36,4,Beaumont,127-18-4,Tetrachloroethene,2025-03-19,0.06,-94.106827,30.103498,48245000700
H36,4,Beaumont,108-90-7,Chlorobenzene,2025-03-19,0.09,-94.106827,30.103498,48245000700
H36,4,Beaumont,100-41-4,Ethylbenzene,2025-03-19,0.095,-94.106827,30.103498,48245000700
H36,4,Beaumont,179601-23-1,"m,p-Xylenes",2025-03-19,0.19,-94.106827,30.103498,48245000700
H36,4,Beaumont,75-25-2,Bromoform,2025-03-19,0.04,-94.106827,30.103498,48245000700
H36,4,Beaumont,100-42-5,Styrene,2025-03-19,0.095,-94.106827,30.103498,48245000700
H36,4,Beaumont,95-47-6,o-Xylene,2025-03-19,0.095,-94.106827,30.103498,48245000700
H36,4,Beaumont,79-34-5,"1,1,2,2-Tetrachloroethane",2025-03-19,0.06,-94.106827,30.103498,48245000700
H36,4,Beaumont,98-82-8,Cumene,2025-03-19,0.085,-94.106827,30.103498,48245000700
H36,4,Beaumont,622-96-8,4-Ethyltoluene,2025-03-19,0.08,-94.106827,30.103498,48245000700
H36,4,Beaumont,108-67-8,"1,3,5-Trimethylbenzene",2025-03-19,0.085,-94.106827,30.103498,48245000700
H36,4,Beaumont,95-63-6,"1,2,4-Trimethylbenzene",2025-03-19,0.085,-94.106827,30.103498,48245000700
H36,4,Beaumont,100-44-7,Benzyl Chloride,2025-03-19,0.32,-94.106827,30.103498,48245000700
H36,4,Beaumont,541-73-1,"1,3-Dichlorobenzene",2025-03-19,0.07,-94.106827,30.103498,48245000700
H36,4,Beaumont,106-46-7,"1,4-Dichlorobenzene",2025-03-19,0.065,-94.106827,30.103498,48245000700
H36,4,Beaumont,95-50-1,"1,2-Dichlorobenzene",2025-03-19,0.065,-94.106827,30.103498,48245000700
H36,4,Beaumont,120-82-1,"1,2,4-Trichlorobenzene",2025-03-19,0.115,-94.106827,30.103498,48245000700
H36,4,Beaumont,91-20-3,Naphthalene,2025-03-19,0.08,-94.106827,30.103498,48245000700
H36,4,Beaumont,87-68-3,Hexachlorobutadiene,2025-03-19,0.038,-94.106827,30.103498,48245000700
H37,4,Beaumont,115-07-1,Propene,2025-03-19,0.22,-94.106197,30.117658,48245000700
H37,4,Beaumont,75-71-8,Dichlorodifluoromethane (CFC 12),2025-03-19,0.45,-94.106197,30.117658,48245000700
H37,4,Beaumont,74-87-3,Chloromethane,2025-03-19,0.71,-94.106197,30.117658,48245000700
H37,4,Beaumont,76-14-2,"1,2-Dichloro-1,1,2,2-
tetrafluoroethane (CFC 114)",2025-03-19,0.055,-94.106197,30.117658,48245000700
H37,4,Beaumont,75-01-4,Vinyl Chloride,2025-03-19,0.15,-94.106197,30.117658,48245000700
H37,4,Beaumont,106-99-0,"1,3-Butadiene",2025-03-19,0.175,-94.106197,30.117658,48245000700
H37,4,Beaumont,74-83-9,Bromomethane,2025-03-19,0.095,-94.106197,30.117658,48245000700
H37,4,Beaumont,75-00-3,Chloroethane,2025-03-19,0.15,-94.106197,30.117658,48245000700
H37,4,Beaumont,67-64-1,Acetone,2025-03-19,4.1,-94.106197,30.117658,48245000700
H37,4,Beaumont,75-69-4,Trichlorofluoromethane (CFC 11),2025-03-19,0.21,-94.106197,30.117658,48245000700
H37,4,Beaumont,67-63-0,2-Propanol (Isopropyl Alcohol),2025-03-19,0.3,-94.106197,30.117658,48245000700
H37,4,Beaumont,75-35-4,"1,1-Dichloroethene",2025-03-19,0.085,-94.106197,30.117658,48245000700
H37,4,Beaumont,75-09-2,Methylene Chloride,2025-03-19,0.095,-94.106197,30.117658,48245000700
H37,4,Beaumont,76-13-1,Trichlorotrifluoroethane (CFC 113),2025-03-19,0.043,-94.106197,30.117658,48245000700
H37,4,Beaumont,75-15-0,Carbon Disulfide,2025-03-19,0.24,-94.106197,30.117658,48245000700
H37,4,Beaumont,156-60-5,"trans-1,2-Dichloroethene",2025-03-19,0.095,-94.106197,30.117658,48245000700
H37,4,Beaumont,75-34-3,"1,1-Dichloroethane",2025-03-19,0.09,-94.106197,30.117658,48245000700
H37,4,Beaumont,1634-04-4,Methyl tert-Butyl Ether,2025-03-19,0.105,-94.106197,30.117658,48245000700
H37,4,Beaumont,108-05-4,Vinyl Acetate,2025-03-19,1.1,-94.106197,30.117658,48245000700
H37,4,Beaumont,78-93-3,2-Butanone (MEK),2025-03-19,0.25,-94.106197,30.117658,48245000700
H37,4,Beaumont,156-59-2,"cis-1,2-Dichloroethene",2025-03-19,0.095,-94.106197,30.117658,48245000700
H37,4,Beaumont,141-78-6,Ethyl Acetate,2025-03-19,1.7,-94.106197,30.117658,48245000700
H37,4,Beaumont,110-54-3,n-Hexane,2025-03-19,0.105,-94.106197,30.117658,48245000700
H37,4,Beaumont,67-66-3,Chloroform,2025-03-19,0.08,-94.106197,30.117658,48245000700
H37,4,Beaumont,109-99-9,Tetrahydrofuran (THF),2025-03-19,0.23,-94.106197,30.117658,48245000700
H37,4,Beaumont,107-06-2,"1,2-Dichloroethane",2025-03-19,0.09,-94.106197,30.117658,48245000700
H37,4,Beaumont,71-55-6,"1,1,1-Trichloroethane",2025-03-19,0.07,-94.106197,30.117658,48245000700
H37,4,Beaumont,71-43-2,Benzene,2025-03-19,0.115,-94.106197,30.117658,48245000700
H37,4,Beaumont,56-23-5,Carbon Tetrachloride,2025-03-19,0.06,-94.106197,30.117658,48245000700
H37,4,Beaumont,110-82-7,Cyclohexane,2025-03-19,0.22,-94.106197,30.117658,48245000700
H37,4,Beaumont,78-87-5,"1,2-Dichloropropane",2025-03-19,0.085,-94.106197,30.117658,48245000700
H37,4,Beaumont,75-27-4,Bromodichloromethane,2025-03-19,0.06,-94.106197,30.117658,48245000700
H37,4,Beaumont,79-01-6,Trichloroethene,2025-03-19,0.07,-94.106197,30.117658,48245000700
H37,4,Beaumont,123-91-1,"1,4-Dioxane",2025-03-19,0.105,-94.106197,30.117658,48245000700
H37,4,Beaumont,142-82-5,n-Heptane,2025-03-19,0.09,-94.106197,30.117658,48245000700
H37,4,Beaumont,10061-01-5,"cis-1,3-Dichloropropene",2025-03-19,0.085,-94.106197,30.117658,48245000700
H37,4,Beaumont,108-10-1,4-Methyl-2-pentanone,2025-03-19,0.185,-94.106197,30.117658,48245000700
H37,4,Beaumont,10061-02-6,"trans-1,3-Dichloropropene",2025-03-19,0.08,-94.106197,30.117658,48245000700
H37,4,Beaumont,79-00-5,"1,1,2-Trichloroethane",2025-03-19,0.075,-94.106197,30.117658,48245000700
H37,4,Beaumont,108-88-3,Toluene,2025-03-19,0.105,-94.106197,30.117658,48245000700
H37,4,Beaumont,591-78-6,2-Hexanone,2025-03-19,0.185,-94.106197,30.117658,48245000700
H37,4,Beaumont,124-48-1,Dibromochloromethane,2025-03-19,0.044,-94.106197,30.117658,48245000700
H37,4,Beaumont,106-93-4,"1,2-Dibromoethane",2025-03-19,0.049,-94.106197,30.117658,48245000700
H37,4,Beaumont,127-18-4,Tetrachloroethene,2025-03-19,0.055,-94.106197,30.117658,48245000700
H37,4,Beaumont,108-90-7,Chlorobenzene,2025-03-19,0.085,-94.106197,30.117658,48245000700
H37,4,Beaumont,100-41-4,Ethylbenzene,2025-03-19,0.09,-94.106197,30.117658,48245000700
H37,4,Beaumont,179601-23-1,"m,p-Xylenes",2025-03-19,0.175,-94.106197,30.117658,48245000700
H37,4,Beaumont,75-25-2,Bromoform,2025-03-19,0.038,-94.106197,30.117658,48245000700
H37,4,Beaumont,100-42-5,Styrene,2025-03-19,0.09,-94.106197,30.117658,48245000700
H37,4,Beaumont,95-47-6,o-Xylene,2025-03-19,0.09,-94.106197,30.117658,48245000700
H37,4,Beaumont,79-34-5,"1,1,2,2-Tetrachloroethane",2025-03-19,0.055,-94.106197,30.117658,48245000700
H37,4,Beaumont,98-82-8,Cumene,2025-03-19,0.075,-94.106197,30.117658,48245000700
H37,4,Beaumont,622-96-8,4-Ethyltoluene,2025-03-19,0.075,-94.106197,30.117658,48245000700
H37,4,Beaumont,108-67-8,"1,3,5-Trimethylbenzene",2025-03-19,0.08,-94.106197,30.117658,48245000700
H37,4,Beaumont,95-63-6,"1,2,4-Trimethylbenzene",2025-03-19,0.075,-94.106197,30.117658,48245000700
H37,4,Beaumont,100-44-7,Benzyl Chloride,2025-03-19,0.3,-94.106197,30.117658,48245000700
H37,4,Beaumont,541-73-1,"1,3-Dichlorobenzene",2025-03-19,0.065,-94.106197,30.117658,48245000700
H37,4,Beaumont,106-46-7,"1,4-Dichlorobenzene",2025-03-19,0.065,-94.106197,30.117658,48245000700
H37,4,Beaumont,95-50-1,"1,2-Dichlorobenzene",2025-03-19,0.06,-94.106197,30.117658,48245000700
H37,4,Beaumont,120-82-1,"1,2,4-Trichlorobenzene",2025-03-19,0.105,-94.106197,30.117658,48245000700
H37,4,Beaumont,91-20-3,Naphthalene,2025-03-19,0.075,-94.106197,30.117658,48245000700
H37,4,Beaumont,87-68-3,Hexachlorobutadiene,2025-03-19,0.035,-94.106197,30.117658,48245000700
H38,4,Port Arthur,115-07-1,Propene,2025-03-23,0.225,-93.907979,29.898488,48245005500
H38,4,Port Arthur,75-71-8,Dichlorodifluoromethane (CFC 12),2025-03-23,0.47,-93.907979,29.898488,48245005500
H38,4,Port Arthur,74-87-3,Chloromethane,2025-03-23,0.79,-93.907979,29.898488,48245005500
H38,4,Port Arthur,76-14-2,"1,2-Dichloro-1,1,2,2-
tetrafluoroethane (CFC 114)",2025-03-23,0.055,-93.907979,29.898488,48245005500
H38,4,Port Arthur,75-01-4,Vinyl Chloride,2025-03-23,0.15,-93.907979,29.898488,48245005500
H38,4,Port Arthur,106-99-0,"1,3-Butadiene",2025-03-23,0.175,-93.907979,29.898488,48245005500
H38,4,Port Arthur,74-83-9,Bromomethane,2025-03-23,0.095,-93.907979,29.898488,48245005500
H38,4,Port Arthur,75-00-3,Chloroethane,2025-03-23,0.15,-93.907979,29.898488,48245005500
H38,4,Port Arthur,67-64-1,Acetone,2025-03-23,3.3,-93.907979,29.898488,48245005500
H38,4,Port Arthur,75-69-4,Trichlorofluoromethane (CFC 11),2025-03-23,0.22,-93.907979,29.898488,48245005500
H38,4,Port Arthur,67-63-0,2-Propanol (Isopropyl Alcohol),2025-03-23,0.7,-93.907979,29.898488,48245005500
H38,4,Port Arthur,75-35-4,"1,1-Dichloroethene",2025-03-23,0.085,-93.907979,29.898488,48245005500
H38,4,Port Arthur,75-09-2,Methylene Chloride,2025-03-23,0.095,-93.907979,29.898488,48245005500
H38,4,Port Arthur,76-13-1,Trichlorotrifluoroethane (CFC 113),2025-03-23,0.044,-93.907979,29.898488,48245005500
H38,4,Port Arthur,75-15-0,Carbon Disulfide,2025-03-23,0.245,-93.907979,29.898488,48245005500
H38,4,Port Arthur,156-60-5,"trans-1,2-Dichloroethene",2025-03-23,0.095,-93.907979,29.898488,48245005500
H38,4,Port Arthur,75-34-3,"1,1-Dichloroethane",2025-03-23,0.095,-93.907979,29.898488,48245005500
H38,4,Port Arthur,1634-04-4,Methyl tert-Butyl Ether,2025-03-23,0.105,-93.907979,29.898488,48245005500
H38,4,Port Arthur,108-05-4,Vinyl Acetate,2025-03-23,1.1,-93.907979,29.898488,48245005500
H38,4,Port Arthur,78-93-3,2-Butanone (MEK),2025-03-23,0.255,-93.907979,29.898488,48245005500
H38,4,Port Arthur,156-59-2,"cis-1,2-Dichloroethene",2025-03-23,0.095,-93.907979,29.898488,48245005500
H38,4,Port Arthur,141-78-6,Ethyl Acetate,2025-03-23,0.88,-93.907979,29.898488,48245005500
H38,4,Port Arthur,110-54-3,n-Hexane,2025-03-23,0.11,-93.907979,29.898488,48245005500
H38,4,Port Arthur,67-66-3,Chloroform,2025-03-23,0.08,-93.907979,29.898488,48245005500
H38,4,Port Arthur,109-99-9,Tetrahydrofuran (THF),2025-03-23,0.48,-93.907979,29.898488,48245005500
H38,4,Port Arthur,107-06-2,"1,2-Dichloroethane",2025-03-23,0.09,-93.907979,29.898488,48245005500
H38,4,Port Arthur,71-55-6,"1,1,1-Trichloroethane",2025-03-23,0.07,-93.907979,29.898488,48245005500
H38,4,Port Arthur,71-43-2,Benzene,2025-03-23,0.115,-93.907979,29.898488,48245005500
H38,4,Port Arthur,56-23-5,Carbon Tetrachloride,2025-03-23,0.06,-93.907979,29.898488,48245005500
H38,4,Port Arthur,110-82-7,Cyclohexane,2025-03-23,0.22,-93.907979,29.898488,48245005500
H38,4,Port Arthur,78-87-5,"1,2-Dichloropropane",2025-03-23,0.085,-93.907979,29.898488,48245005500
H38,4,Port Arthur,75-27-4,Bromodichloromethane,2025-03-23,0.06,-93.907979,29.898488,48245005500
H38,4,Port Arthur,79-01-6,Trichloroethene,2025-03-23,0.07,-93.907979,29.898488,48245005500
H38,4,Port Arthur,123-91-1,"1,4-Dioxane",2025-03-23,0.105,-93.907979,29.898488,48245005500
H38,4,Port Arthur,142-82-5,n-Heptane,2025-03-23,0.095,-93.907979,29.898488,48245005500
H38,4,Port Arthur,10061-01-5,"cis-1,3-Dichloropropene",2025-03-23,0.085,-93.907979,29.898488,48245005500
H38,4,Port Arthur,108-10-1,4-Methyl-2-pentanone,2025-03-23,0.185,-93.907979,29.898488,48245005500
H38,4,Port Arthur,10061-02-6,"trans-1,3-Dichloropropene",2025-03-23,0.08,-93.907979,29.898488,48245005500
H38,4,Port Arthur,79-00-5,"1,1,2-Trichloroethane",2025-03-23,0.075,-93.907979,29.898488,48245005500
H38,4,Port Arthur,108-88-3,Toluene,2025-03-23,0.105,-93.907979,29.898488,48245005500
H38,4,Port Arthur,591-78-6,2-Hexanone,2025-03-23,0.185,-93.907979,29.898488,48245005500
H38,4,Port Arthur,124-48-1,Dibromochloromethane,2025-03-23,0.044,-93.907979,29.898488,48245005500
H38,4,Port Arthur,106-93-4,"1,2-Dibromoethane",2025-03-23,0.05,-93.907979,29.898488,48245005500
H38,4,Port Arthur,127-18-4,Tetrachloroethene,2025-03-23,0.06,-93.907979,29.898488,48245005500
H38,4,Port Arthur,108-90-7,Chlorobenzene,2025-03-23,0.085,-93.907979,29.898488,48245005500
H38,4,Port Arthur,100-41-4,Ethylbenzene,2025-03-23,0.09,-93.907979,29.898488,48245005500
H38,4,Port Arthur,179601-23-1,"m,p-Xylenes",2025-03-23,0.18,-93.907979,29.898488,48245005500
H38,4,Port Arthur,75-25-2,Bromoform,2025-03-23,0.038,-93.907979,29.898488,48245005500
H38,4,Port Arthur,100-42-5,Styrene,2025-03-23,0.09,-93.907979,29.898488,48245005500
H38,4,Port Arthur,95-47-6,o-Xylene,2025-03-23,0.09,-93.907979,29.898488,48245005500
H38,4,Port Arthur,79-34-5,"1,1,2,2-Tetrachloroethane",2025-03-23,0.055,-93.907979,29.898488,48245005500
H38,4,Port Arthur,98-82-8,Cumene,2025-03-23,0.08,-93.907979,29.898488,48245005500
H38,4,Port Arthur,622-96-8,4-Ethyltoluene,2025-03-23,0.075,-93.907979,29.898488,48245005500
H38,4,Port Arthur,108-67-8,"1,3,5-Trimethylbenzene",2025-03-23,0.08,-93.907979,29.898488,48245005500
H38,4,Port Arthur,95-63-6,"1,2,4-Trimethylbenzene",2025-03-23,0.08,-93.907979,29.898488,48245005500
H38,4,Port Arthur,100-44-7,Benzyl Chloride,2025-03-23,0.305,-93.907979,29.898488,48245005500
H38,4,Port Arthur,541-73-1,"1,3-Dichlorobenzene",2025-03-23,0.065,-93.907979,29.898488,48245005500
H38,4,Port Arthur,106-46-7,"1,4-Dichlorobenzene",2025-03-23,0.065,-93.907979,29.898488,48245005500
H38,4,Port Arthur,95-50-1,"1,2-Dichlorobenzene",2025-03-23,0.065,-93.907979,29.898488,48245005500
H38,4,Port Arthur,120-82-1,"1,2,4-Trichlorobenzene",2025-03-23,0.105,-93.907979,29.898488,48245005500
H38,4,Port Arthur,91-20-3,Naphthalene,2025-03-23,0.075,-93.907979,29.898488,48245005500
H38,4,Port Arthur,87-68-3,Hexachlorobutadiene,2025-03-23,0.036,-93.907979,29.898488,48245005500
H39,4,Port Arthur,115-07-1,Propene,2025-03-23,1.9,-93.929528,29.890545,48245006300
H39,4,Port Arthur,75-71-8,Dichlorodifluoromethane (CFC 12),2025-03-23,0.47,-93.929528,29.890545,48245006300
H39,4,Port Arthur,74-87-3,Chloromethane,2025-03-23,0.9,-93.929528,29.890545,48245006300
H39,4,Port Arthur,76-14-2,"1,2-Dichloro-1,1,2,2-
tetrafluoroethane (CFC 114)",2025-03-23,0.06,-93.929528,29.890545,48245006300
H39,4,Port Arthur,75-01-4,Vinyl Chloride,2025-03-23,0.155,-93.929528,29.890545,48245006300
H39,4,Port Arthur,106-99-0,"1,3-Butadiene",2025-03-23,0.18,-93.929528,29.890545,48245006300
H39,4,Port Arthur,74-83-9,Bromomethane,2025-03-23,0.1,-93.929528,29.890545,48245006300
H39,4,Port Arthur,75-00-3,Chloroethane,2025-03-23,0.155,-93.929528,29.890545,48245006300
H39,4,Port Arthur,67-64-1,Acetone,2025-03-23,4.9,-93.929528,29.890545,48245006300
H39,4,Port Arthur,75-69-4,Trichlorofluoromethane (CFC 11),2025-03-23,0.22,-93.929528,29.890545,48245006300
H39,4,Port Arthur,67-63-0,2-Propanol (Isopropyl Alcohol),2025-03-23,79,-93.929528,29.890545,48245006300
H39,4,Port Arthur,75-35-4,"1,1-Dichloroethene",2025-03-23,0.085,-93.929528,29.890545,48245006300
H39,4,Port Arthur,75-09-2,Methylene Chloride,2025-03-23,0.1,-93.929528,29.890545,48245006300
H39,4,Port Arthur,76-13-1,Trichlorotrifluoroethane (CFC 113),2025-03-23,0.046,-93.929528,29.890545,48245006300
H39,4,Port Arthur,75-15-0,Carbon Disulfide,2025-03-23,0.25,-93.929528,29.890545,48245006300
H39,4,Port Arthur,156-60-5,"trans-1,2-Dichloroethene",2025-03-23,0.1,-93.929528,29.890545,48245006300
H39,4,Port Arthur,75-34-3,"1,1-Dichloroethane",2025-03-23,0.095,-93.929528,29.890545,48245006300
H39,4,Port Arthur,1634-04-4,Methyl tert-Butyl Ether,2025-03-23,0.11,-93.929528,29.890545,48245006300
H39,4,Port Arthur,108-05-4,Vinyl Acetate,2025-03-23,1.15,-93.929528,29.890545,48245006300
H39,4,Port Arthur,78-93-3,2-Butanone (MEK),2025-03-23,0.26,-93.929528,29.890545,48245006300
H39,4,Port Arthur,156-59-2,"cis-1,2-Dichloroethene",2025-03-23,0.1,-93.929528,29.890545,48245006300
H39,4,Port Arthur,141-78-6,Ethyl Acetate,2025-03-23,6.1,-93.929528,29.890545,48245006300
H39,4,Port Arthur,110-54-3,n-Hexane,2025-03-23,0.11,-93.929528,29.890545,48245006300
H39,4,Port Arthur,67-66-3,Chloroform,2025-03-23,0.08,-93.929528,29.890545,48245006300
H39,4,Port Arthur,109-99-9,Tetrahydrofuran (THF),2025-03-23,0.245,-93.929528,29.890545,48245006300
H39,4,Port Arthur,107-06-2,"1,2-Dichloroethane",2025-03-23,0.095,-93.929528,29.890545,48245006300
H39,4,Port Arthur,71-55-6,"1,1,1-Trichloroethane",2025-03-23,0.07,-93.929528,29.890545,48245006300
H39,4,Port Arthur,71-43-2,Benzene,2025-03-23,0.3,-93.929528,29.890545,48245006300
H39,4,Port Arthur,56-23-5,Carbon Tetrachloride,2025-03-23,0.06,-93.929528,29.890545,48245006300
H39,4,Port Arthur,110-82-7,Cyclohexane,2025-03-23,0.23,-93.929528,29.890545,48245006300
H39,4,Port Arthur,78-87-5,"1,2-Dichloropropane",2025-03-23,0.085,-93.929528,29.890545,48245006300
H39,4,Port Arthur,75-27-4,Bromodichloromethane,2025-03-23,0.06,-93.929528,29.890545,48245006300
H39,4,Port Arthur,79-01-6,Trichloroethene,2025-03-23,0.075,-93.929528,29.890545,48245006300
H39,4,Port Arthur,123-91-1,"1,4-Dioxane",2025-03-23,0.11,-93.929528,29.890545,48245006300
H39,4,Port Arthur,142-82-5,n-Heptane,2025-03-23,0.095,-93.929528,29.890545,48245006300
H39,4,Port Arthur,10061-01-5,"cis-1,3-Dichloropropene",2025-03-23,0.085,-93.929528,29.890545,48245006300
H39,4,Port Arthur,108-10-1,4-Methyl-2-pentanone,2025-03-23,0.195,-93.929528,29.890545,48245006300
H39,4,Port Arthur,10061-02-6,"trans-1,3-Dichloropropene",2025-03-23,0.08,-93.929528,29.890545,48245006300
H39,4,Port Arthur,79-00-5,"1,1,2-Trichloroethane",2025-03-23,0.075,-93.929528,29.890545,48245006300
H39,4,Port Arthur,108-88-3,Toluene,2025-03-23,0.28,-93.929528,29.890545,48245006300
H39,4,Port Arthur,591-78-6,2-Hexanone,2025-03-23,0.19,-93.929528,29.890545,48245006300
H39,4,Port Arthur,124-48-1,Dibromochloromethane,2025-03-23,0.046,-93.929528,29.890545,48245006300
H39,4,Port Arthur,106-93-4,"1,2-Dibromoethane",2025-03-23,0.05,-93.929528,29.890545,48245006300
H39,4,Port Arthur,127-18-4,Tetrachloroethene,2025-03-23,0.06,-93.929528,29.890545,48245006300
H39,4,Port Arthur,108-90-7,Chlorobenzene,2025-03-23,0.09,-93.929528,29.890545,48245006300
H39,4,Port Arthur,100-41-4,Ethylbenzene,2025-03-23,0.095,-93.929528,29.890545,48245006300
H39,4,Port Arthur,179601-23-1,"m,p-Xylenes",2025-03-23,0.185,-93.929528,29.890545,48245006300
H39,4,Port Arthur,75-25-2,Bromoform,2025-03-23,0.04,-93.929528,29.890545,48245006300
H39,4,Port Arthur,100-42-5,Styrene,2025-03-23,0.095,-93.929528,29.890545,48245006300
H39,4,Port Arthur,95-47-6,o-Xylene,2025-03-23,0.095,-93.929528,29.890545,48245006300
H39,4,Port Arthur,79-34-5,"1,1,2,2-Tetrachloroethane",2025-03-23,0.06,-93.929528,29.890545,48245006300
H39,4,Port Arthur,98-82-8,Cumene,2025-03-23,0.08,-93.929528,29.890545,48245006300
H39,4,Port Arthur,622-96-8,4-Ethyltoluene,2025-03-23,0.08,-93.929528,29.890545,48245006300
H39,4,Port Arthur,108-67-8,"1,3,5-Trimethylbenzene",2025-03-23,0.085,-93.929528,29.890545,48245006300
H39,4,Port Arthur,95-63-6,"1,2,4-Trimethylbenzene",2025-03-23,0.08,-93.929528,29.890545,48245006300
H39,4,Port Arthur,100-44-7,Benzyl Chloride,2025-03-23,0.315,-93.929528,29.890545,48245006300
H39,4,Port Arthur,541-73-1,"1,3-Dichlorobenzene",2025-03-23,0.065,-93.929528,29.890545,48245006300
H39,4,Port Arthur,106-46-7,"1,4-Dichlorobenzene",2025-03-23,0.065,-93.929528,29.890545,48245006300
H39,4,Port Arthur,95-50-1,"1,2-Dichlorobenzene",2025-03-23,0.065,-93.929528,29.890545,48245006300
H39,4,Port Arthur,120-82-1,"1,2,4-Trichlorobenzene",2025-03-23,0.11,-93.929528,29.890545,48245006300
H39,4,Port Arthur,91-20-3,Naphthalene,2025-03-23,0.08,-93.929528,29.890545,48245006300
H39,4,Port Arthur,87-68-3,Hexachlorobutadiene,2025-03-23,0.037,-93.929528,29.890545,48245006300
H42,4,Port Arthur,115-07-1,Propene,2025-03-23,0.19,-93.944946,29.880296,48245006100
H42,4,Port Arthur,75-71-8,Dichlorodifluoromethane (CFC 12),2025-03-23,0.47,-93.944946,29.880296,48245006100
H42,4,Port Arthur,74-87-3,Chloromethane,2025-03-23,0.8,-93.944946,29.880296,48245006100
H42,4,Port Arthur,76-14-2,"1,2-Dichloro-1,1,2,2-
tetrafluoroethane (CFC 114)",2025-03-23,0.048,-93.944946,29.880296,48245006100
H42,4,Port Arthur,75-01-4,Vinyl Chloride,2025-03-23,0.13,-93.944946,29.880296,48245006100
H42,4,Port Arthur,106-99-0,"1,3-Butadiene",2025-03-23,0.145,-93.944946,29.880296,48245006100
H42,4,Port Arthur,74-83-9,Bromomethane,2025-03-23,0.08,-93.944946,29.880296,48245006100
H42,4,Port Arthur,75-00-3,Chloroethane,2025-03-23,0.13,-93.944946,29.880296,48245006100
H42,4,Port Arthur,67-64-1,Acetone,2025-03-23,1.35,-93.944946,29.880296,48245006100
H42,4,Port Arthur,75-69-4,Trichlorofluoromethane (CFC 11),2025-03-23,0.21,-93.944946,29.880296,48245006100
H42,4,Port Arthur,67-63-0,2-Propanol (Isopropyl Alcohol),2025-03-23,0.26,-93.944946,29.880296,48245006100
H42,4,Port Arthur,75-35-4,"1,1-Dichloroethene",2025-03-23,0.07,-93.944946,29.880296,48245006100
H42,4,Port Arthur,75-09-2,Methylene Chloride,2025-03-23,0.08,-93.944946,29.880296,48245006100
H42,4,Port Arthur,76-13-1,Trichlorotrifluoroethane (CFC 113),2025-03-23,0.081,-93.944946,29.880296,48245006100
H42,4,Port Arthur,75-15-0,Carbon Disulfide,2025-03-23,0.205,-93.944946,29.880296,48245006100
H42,4,Port Arthur,156-60-5,"trans-1,2-Dichloroethene",2025-03-23,0.08,-93.944946,29.880296,48245006100
H42,4,Port Arthur,75-34-3,"1,1-Dichloroethane",2025-03-23,0.08,-93.944946,29.880296,48245006100
H42,4,Port Arthur,1634-04-4,Methyl tert-Butyl Ether,2025-03-23,0.09,-93.944946,29.880296,48245006100
H42,4,Port Arthur,108-05-4,Vinyl Acetate,2025-03-23,0.9,-93.944946,29.880296,48245006100
H42,4,Port Arthur,78-93-3,2-Butanone (MEK),2025-03-23,0.215,-93.944946,29.880296,48245006100
H42,4,Port Arthur,156-59-2,"cis-1,2-Dichloroethene",2025-03-23,0.08,-93.944946,29.880296,48245006100
